ZEIT;AA  _TEM;AA  _ETP;AA  _IZP;AA  _TRA;AA  _EVA;AA  _ETA;AA  _SCH;AA  _NIE;AA  _NEF;AA  _QOB;AA  _QBA;AA  _QIN;AA  _1AB;AA  _BOF;AE  _TEM;AE  _ETP;AE  _IZP;AE  _TRA;AE  _EVA;AE  _ETA;AE  _SCH;AE  _NIE;AE  _NEF;AE  _QOB;AE  _QBA;AE  _QIN;AE  _1AB;AE  _BOF;AB  _TEM;AB  _ETP;AB  _IZP;AB  _TRA;AB  _EVA;AB  _ETA;AB  _SCH;AB  _NIE;AB  _NEF;AB  _QOB;AB  _QBA;AB  _QIN;AB  _1AB;AB  _BOF;AC  _TEM;AC  _ETP;AC  _IZP;AC  _TRA;AC  _EVA;AC  _ETA;AC  _SCH;AC  _NIE;AC  _NEF;AC  _QOB;AC  _QBA;AC  _QIN;AC  _1AB;AC  _BOF;AD  _TEM;AD  _ETP;AD  _IZP;AD  _TRA;AD  _EVA;AD  _ETA;AD  _SCH;AD  _NIE;AD  _NEF;AD  _QOB;AD  _QBA;AD  _QIN;AD  _1AB;AD  _BOF;S0  _1ZU;S0  _1AB;S0  _WSP;S0  _  v;S1  _1ZU;S1  _1AB;S1  _WSP;S1  _  v;S2  _1ZU;S2  _1AB;S2  _WSP;S2  _  v;S3  _1ZU;S3  _1AB;S3  _WSP;S3  _  v
03.11.1966 00:00;-4.037;0.313;0;0;0;0.313;8.25;0.908;0;0;0.084;0;0.084;0;-4.037;0.313;0;0;0;0.313;9.25;1.018;0;0;0.066;0;0.066;0;-4.037;0.313;0;0;0;0.313;10;1.1;0;0;0.054;0;0.054;0;-4.037;0.313;0;0;0;0.313;10;1.1;0;0;0.102;0;0.102;0;-4.037;0.313;0;0;0;0.313;9.5;1.045;0;0;0.112;0;0.112;0;0.112;0.112;0;            NaN;0.268;0.268;0;            NaN;0.335;0.336;0;            NaN;0.421;0.433;0;            NaN
04.11.1966 00:00;-3.05;0.319;0;0;0;0.319;12;0.413;0;0;0.084;0;0.084;0;-3.05;0.319;0;0;0;0.319;13.455;0.463;0;0;0.066;0;0.066;0;-3.05;0.319;0;0;0;0.319;14.545;0.5;0;0;0.054;0;0.054;0;-3.05;0.319;0;0;0;0.319;14.545;0.5;0;0;0.102;0;0.102;0;-3.05;0.319;0;0;0;0.319;13.818;0.475;0;0;0.112;0;0.112;0;0.112;0.112;0;            NaN;0.268;0.268;0;            NaN;0.335;0.335;0;            NaN;0.419;0.421;0;            NaN
05.11.1966 00:00;0.638;0.289;0;0;0;0.289;0;0.804;0.523;0.044;0.084;0;0.129;0;0.638;0.289;0;0;0;0.289;0;0.509;0.455;0.031;0.066;0;0.097;0;0.638;0.289;0;0;0;0.289;0;0.275;0.398;0.02;0.054;0;0.074;0;0.638;0.289;0;0;0;0.289;0;0.289;0.405;0.036;0.102;0;0.138;0;0.638;0.289;0;0;0;0.289;0;0.612;0.533;0.053;0.112;0;0.166;0;0.166;0.112;0;            NaN;0.324;0.268;0;            NaN;0.365;0.335;0;            NaN;0.464;0.419;0;            NaN
06.11.1966 00:00;7.425;0.32;0;0;0;0.32;0;0.366;0.091;0.022;0.084;0;0.107;0;7.425;0.32;0;0;0;0.32;0;0.231;0;0.01;0.066;0;0.076;0;7.425;0.32;0;0;0;0.32;0;0.125;0;0.008;0.054;0;0.063;0;7.425;0.32;0;0;0;0.32;0;0.131;0;0.018;0.102;0;0.12;0;7.425;0.32;0;0;0;0.32;0;0.278;0.059;0.03;0.112;0;0.142;0;0.142;0.166;0;            NaN;0.348;0.324;0;            NaN;0.4;0.365;0;            NaN;0.472;0.464;0;            NaN
07.11.1966 00:00;11.175;0.327;0;0;0;0.327;0;0;0;0.004;0.084;0;0.088;0;11.175;0.327;0;0;0;0.327;0;0;0;0.001;0.066;0;0.067;0;11.175;0.327;0;0;0;0.327;0;0;0;0.001;0.054;0;0.055;0;11.175;0.327;0;0;0;0.327;0;0;0;0.003;0.102;0;0.105;0;11.175;0.327;0;0;0;0.327;0;0;0;0.006;0.112;0;0.118;0;0.118;0.142;0;            NaN;0.303;0.348;0;            NaN;0.416;0.4;0;            NaN;0.488;0.472;0;            NaN
08.11.1966 00:00;11.113;0.308;0;0;0;0.308;0;0;0;0;0.084;0;0.085;0;11.113;0.308;0;0;0;0.308;0;0;0;0;0.066;0;0.066;0;11.113;0.308;0;0;0;0.308;0;0;0;0;0.054;0;0.054;0;11.113;0.308;0;0;0;0.308;0;0;0;0;0.102;0;0.102;0;11.113;0.308;0;0;0;0.308;0;0;0;0.001;0.112;0;0.113;0;0.113;0.118;0;            NaN;0.275;0.303;0;            NaN;0.369;0.416;0;            NaN;0.5;0.488;0;            NaN
09.11.1966 00:00;10.113;0.286;0;0;0;0.286;0;6.229;1.557;0.132;0.084;0;0.216;0;10.113;0.286;0;0;0;0.286;0;7.294;1.824;0.122;0.066;0;0.189;0;10.113;0.286;0;0;0;0.286;0;8.456;2.114;0.105;0.054;0;0.159;0;10.113;0.286;0;0;0;0.286;0;8.305;2.076;0.182;0.102;0;0.284;0;10.113;0.286;0;0;0;0.286;0;6.002;1.5;0.151;0.112;0;0.263;0;0.263;0.113;0;            NaN;0.556;0.275;0;            NaN;0.464;0.369;0;            NaN;0.585;0.5;0;            NaN
10.11.1966 00:00;5.194;0.2;0;0;0;0.2;0;4.282;1.07;0.133;0.084;0;0.218;0;5.194;0.2;0;0;0;0.2;0;5.076;1.269;0.124;0.066;0;0.19;0;5.194;0.2;0;0;0;0.2;0;5.769;1.442;0.116;0.054;0;0.171;0;5.194;0.2;0;0;0;0.2;0;5.714;1.428;0.216;0.102;0;0.318;0;5.194;0.2;0;0;0;0.2;0;4.557;1.139;0.182;0.112;0;0.294;0;0.294;0.263;0;            NaN;0.752;0.556;0;            NaN;0.746;0.464;0;            NaN;0.681;0.585;0;            NaN
11.11.1966 00:00;1.519;0.206;0;0;0;0.206;0;0.659;0.165;0.048;0.084;0;0.132;0;1.519;0.206;0;0;0;0.206;0;0.8;0.2;0.044;0.066;0;0.111;0;1.519;0.206;0;0;0;0.206;0;0.875;0.219;0.048;0.054;0;0.102;0;1.519;0.206;0;0;0;0.206;0;0.881;0.22;0.097;0.102;0;0.199;0;1.519;0.206;0;0;0;0.206;0;0.831;0.208;0.082;0.112;0;0.194;0;0.194;0.294;0;            NaN;0.596;0.752;0;            NaN;0.862;0.746;0;            NaN;0.878;0.681;0;            NaN
12.11.1966 00:00;-0.85;0.214;0;0;0;0.214;0;0;0;0.008;0.084;0;0.092;0;-0.85;0.214;0;0;0;0.214;0;0;0;0.007;0.066;0;0.073;0;-0.85;0.214;0;0;0;0.214;0;0;0;0.009;0.054;0;0.063;0;-0.85;0.214;0;0;0;0.214;0;0;0;0.021;0.102;0;0.123;0;-0.85;0.214;0;0;0;0.214;0;0;0;0.017;0.112;0;0.129;0;0.129;0.194;0;            NaN;0.381;0.596;0;            NaN;0.669;0.862;0;            NaN;0.954;0.878;0;            NaN
13.11.1966 00:00;-1.05;0.214;0;0;0;0.214;0;0;0;0.001;0.084;0;0.085;0;-1.05;0.214;0;0;0;0.214;0;0;0;0;0.066;0;0.067;0;-1.05;0.214;0;0;0;0.214;0;0;0;0.001;0.054;0;0.055;0;-1.05;0.214;0;0;0;0.214;0;0;0;0.002;0.102;0;0.104;0;-1.05;0.214;0;0;0;0.214;0;0;0;0.002;0.112;0;0.114;0;0.114;0.129;0;            NaN;0.289;0.381;0;            NaN;0.448;0.669;0;            NaN;0.754;0.954;0;            NaN
14.11.1966 00:00;0.025;0.183;0;0;0;0.183;0;0.426;0.06;0.005;0.084;0;0.09;0;0.025;0.183;0;0;0;0.183;0;0.722;0.18;0.012;0.066;0;0.079;0;0.025;0.183;0;0;0;0.183;0;0.962;0.241;0.012;0.054;0;0.066;0;0.025;0.183;0;0;0;0.183;0;0.949;0.237;0.021;0.102;0;0.123;0;0.025;0.183;0;0;0;0.183;0;0.419;0.057;0.006;0.112;0;0.118;0;0.118;0.114;0;            NaN;0.303;0.289;0;            NaN;0.367;0.448;0;            NaN;0.537;0.754;0;            NaN
15.11.1966 00:00;2.806;0.15;0;0;0;0.15;0;9.145;2.286;0.195;0.084;0;0.28;0;2.806;0.15;0;0;0;0.15;0;14.36;3.59;0.245;0.066;0;0.311;0;2.806;0.15;0;0;0;0.15;0;18.106;4.527;0.229;0.054;0;0.284;0;2.806;0.15;0;0;0;0.15;0;18.024;4.506;0.406;0.102;0;0.508;0;2.806;0.15;0;0;0;0.15;0;17.522;4.381;0.442;0.112;0;0.554;0;0.554;0.118;0;            NaN;0.909;0.303;0;            NaN;0.614;0.367;0;            NaN;0.647;0.537;0;            NaN
16.11.1966 00:00;1.837;0.164;0;0;0;0.164;0;17.227;4.307;0.427;0.084;0;0.512;0;1.837;0.164;0;0;0;0.164;0;22.246;5.561;0.449;0.066;0;0.516;0;1.837;0.164;0;0;0;0.164;0;26.869;6.717;0.43;0.054;0;0.484;0;1.837;0.164;0;0;0;0.164;0;26.436;6.609;0.779;0.102;0;0.881;0;1.837;0.164;0;0;0;0.164;0;21.876;5.469;0.747;0.112;0;0.859;0;0.859;0.554;0;            NaN;1.919;0.909;0;            NaN;1.425;0.614;0;            NaN;1.126;0.647;0;            NaN
17.11.1966 00:00;0.9;0.161;0;0;0;0.161;0;7.301;1.825;0.279;0.084;0;0.364;0;0.9;0.161;0;0;0;0.161;0;8.615;2.154;0.27;0.066;0;0.336;0;0.9;0.161;0;0;0;0.161;0;10.006;2.502;0.28;0.054;0;0.334;0;0.9;0.161;0;0;0;0.161;0;9.825;2.456;0.538;0.102;0;0.64;0;0.9;0.161;0;0;0;0.161;0;7.985;1.996;0.477;0.112;0;0.589;0;0.589;0.859;0;            NaN;1.834;1.919;0;            NaN;2.255;1.425;0;            NaN;1.788;1.126;0;            NaN
18.11.1966 00:00;0.625;0.185;0;0;0;0.185;0;1.707;0.427;0.099;0.084;0;0.183;0;0.625;0.185;0;0;0;0.185;0;2.652;0.663;0.102;0.066;0;0.169;0;0.625;0.185;0;0;0;0.185;0;3.269;0.817;0.114;0.054;0;0.168;0;0.625;0.185;0;0;0;0.185;0;3.276;0.819;0.23;0.102;0;0.332;0;0.625;0.185;0;0;0;0.185;0;2.972;0.743;0.203;0.112;0;0.315;0;0.315;0.589;0;            NaN;1.089;1.834;0;            NaN;2.003;2.255;0;            NaN;2.438;1.788;0;            NaN
19.11.1966 00:00;-0.6;0.185;0;0;0;0.185;18.011;1.981;0;0.017;0.084;0;0.102;0;-0.6;0.185;0;0;0;0.185;32.699;3.597;0;0.019;0.066;0;0.085;0;-0.6;0.185;0;0;0;0.185;42.67;4.694;0;0.025;0.054;0;0.08;0;-0.6;0.185;0;0;0;0.185;42.699;4.697;0;0.056;0.102;0;0.158;0;-0.6;0.185;0;0;0;0.185;41.733;4.591;0;0.048;0.112;0;0.16;0;0.16;0.315;0;            NaN;0.553;1.089;0;            NaN;1.175;2.003;0;            NaN;2.104;2.438;0;            NaN
20.11.1966 00:00;-0.756;0.186;0;0;0;0.186;50.744;3.601;0;0.001;0.084;0;0.086;0;-0.756;0.186;0;0;0;0.186;84.716;5.722;0;0.002;0.066;0;0.068;0;-0.756;0.186;0;0;0;0.186;109.659;7.369;0;0.003;0.054;0;0.057;0;-0.756;0.186;0;0;0;0.186;109;7.293;0;0.007;0.102;0;0.109;0;-0.756;0.186;0;0;0;0.186;99.318;6.334;0;0.005;0.112;0;0.117;0;0.117;0.16;0;            NaN;0.326;0.553;0;            NaN;0.62;1.175;0;            NaN;1.26;2.104;0;            NaN
21.11.1966 00:00;0.225;0.21;0;0;0;0.21;4.675;9.059;3.193;0.27;0.084;0;0.355;0;0.225;0.21;0;0;0;0.21;23.019;12.449;3.14;0.211;0.066;0;0.277;0;0.225;0.21;0;0;0;0.21;36.487;15;3.117;0.154;0.054;0;0.209;0;0.225;0.21;0;0;0;0.21;36.131;14.911;3.112;0.273;0.102;0;0.375;0;0.225;0.21;0;0;0;0.21;30.901;14.083;3.162;0.318;0.112;0;0.43;0;0.43;0.117;0;            NaN;0.702;0.326;0;            NaN;0.603;0.62;0;            NaN;0.975;1.26;0;            NaN
22.11.1966 00:00;0.6;0.256;0;0;0;0.256;0;4.661;1.633;0.226;0.084;0;0.31;0;0.6;0.256;0;0;0;0.256;0;6.846;4.013;0.335;0.066;0;0.402;0;0.6;0.256;0;0;0;0.256;10.181;8.444;4.741;0.301;0.054;0;0.355;0;0.6;0.256;0;0;0;0.256;9.827;8.405;4.732;0.551;0.102;0;0.653;0;0.6;0.256;0;0;0;0.256;4.599;8.371;4.723;0.617;0.112;0;0.729;0;0.729;0.43;0;            NaN;1.438;0.702;0;            NaN;1.103;0.603;0;            NaN;0.913;0.975;0;            NaN
23.11.1966 00:00;0.05;0.22;0;0;0;0.22;0;0.522;0.13;0.065;0.084;0;0.15;0;0.05;0.22;0;0;0;0.22;0;0.997;0.249;0.108;0.066;0;0.175;0;0.05;0.22;0;0;0;0.22;0;1.35;1.356;0.177;0.054;0;0.231;0;0.05;0.22;0;0;0;0.22;0;1.344;1.319;0.346;0.102;0;0.448;0;0.05;0.22;0;0;0;0.22;0;1.475;0.829;0.318;0.112;0;0.43;0;0.43;0.729;0;            NaN;1.408;1.438;0;            NaN;1.613;1.103;0;            NaN;1.253;0.913;0;            NaN
24.11.1966 00:00;-0.544;0.241;0;0;0;0.241;0.312;0.034;0;0.008;0.084;0;0.093;0;-0.544;0.241;0;0;0;0.241;0.58;0.064;0;0.014;0.066;0;0.081;0;-0.544;0.241;0;0;0;0.241;0.284;0.031;0;0.043;0.054;0;0.098;0;-0.544;0.241;0;0;0;0.241;0.472;0.052;0;0.094;0.102;0;0.196;0;-0.544;0.241;0;0;0;0.241;1.881;0.207;0;0.07;0.112;0;0.182;0;0.182;0.43;0;            NaN;0.723;1.408;0;            NaN;1.489;1.613;0;            NaN;1.706;1.253;0;            NaN
25.11.1966 00:00;-0.494;0.217;0;0;0;0.217;9.705;1.033;0;0;0.084;0;0.085;0;-0.494;0.217;0;0;0;0.217;11.653;1.218;0;0.001;0.066;0;0.067;0;-0.494;0.217;0;0;0;0.217;12.784;1.375;0;0.004;0.054;0;0.059;0;-0.494;0.217;0;0;0;0.217;12.869;1.364;0;0.011;0.102;0;0.113;0;-0.494;0.217;0;0;0;0.217;11.227;1.028;0;0.007;0.112;0;0.119;0;0.119;0.182;0;            NaN;0.354;0.723;0;            NaN;0.79;1.489;0;            NaN;1.574;1.706;0;            NaN
26.11.1966 00:00;0.288;0.214;0;0;0;0.214;0;1.329;0.599;0.051;0.084;0;0.135;0;0.288;0.214;0;0;0;0.214;0;2.414;0.924;0.062;0.066;0;0.128;0;0.288;0.214;0;0;0;0.214;0;3.237;1.161;0.058;0.054;0;0.112;0;0.288;0.214;0;0;0;0.214;0;3.207;1.156;0.102;0.102;0;0.204;0;0.288;0.214;0;0;0;0.214;0;2.761;0.999;0.1;0.112;0;0.212;0;0.212;0.119;0;            NaN;0.434;0.354;0;            NaN;0.483;0.79;0;            NaN;0.926;1.574;0;            NaN
27.11.1966 00:00;2.8;0.24;0;0;0;0.24;0;2.986;0.746;0.08;0.084;0;0.164;0;2.8;0.24;0;0;0;0.24;0;4.576;1.144;0.096;0.066;0;0.163;0;2.8;0.24;0;0;0;0.24;0;5.656;1.414;0.095;0.054;0;0.149;0;2.8;0.24;0;0;0;0.24;0;5.654;1.413;0.175;0.102;0;0.277;0;2.8;0.24;0;0;0;0.24;0;6.054;1.514;0.197;0.112;0;0.309;0;0.309;0.212;0;            NaN;0.638;0.434;0;            NaN;0.597;0.483;0;            NaN;0.647;0.926;0;            NaN
28.11.1966 00:00;3.319;0.234;0;0;0;0.234;0;4.856;1.214;0.125;0.084;0;0.209;0;3.319;0.234;0;0;0;0.234;0;6.362;1.59;0.133;0.066;0;0.199;0;3.319;0.234;0;0;0;0.234;0;8.15;2.037;0.134;0.054;0;0.189;0;3.319;0.234;0;0;0;0.234;0;7.878;1.97;0.243;0.102;0;0.345;0;3.319;0.234;0;0;0;0.234;0;6.734;1.683;0.244;0.112;0;0.356;0;0.356;0.309;0;            NaN;0.843;0.638;0;            NaN;0.837;0.597;0;            NaN;0.806;0.647;0;            NaN
29.11.1966 00:00;-0.063;0.155;0;0;0;0.155;23.824;2.621;0;0.035;0.084;0;0.12;0;-0.063;0.155;0;0;0;0.155;34.852;3.834;0;0.036;0.066;0;0.103;0;-0.063;0.155;0;0;0;0.155;40.909;4.5;0;0.048;0.054;0;0.102;0;-0.063;0.155;0;0;0;0.155;41.398;4.554;0;0.097;0.102;0;0.199;0;-0.063;0.155;0;0;0;0.155;41.062;4.517;0;0.086;0.112;0;0.198;0;0.198;0.356;0;            NaN;0.657;0.843;0;            NaN;0.946;0.837;0;            NaN;0.957;0.806;0;            NaN
30.11.1966 00:00;-0.194;0.141;0;0;0;0.141;121.244;10.716;0;0.004;0.084;0;0.088;0;-0.194;0.141;0;0;0;0.141;130.301;10.499;0;0.004;0.066;0;0.07;0;-0.194;0.141;0;0;0;0.141;134.261;10.269;0;0.006;0.054;0;0.061;0;-0.194;0.141;0;0;0;0.141;135.051;10.302;0;0.015;0.102;0;0.117;0;-0.194;0.141;0;0;0;0.141;135.784;10.419;0;0.012;0.112;0;0.124;0;0.124;0.198;0;            NaN;0.376;0.657;0;            NaN;0.727;0.946;0;            NaN;1.034;0.957;0;            NaN
01.12.1966 00:00;3.7;0.173;0;0;0;0.173;9.38;12.265;5.462;0.462;0.084;0;0.547;0;3.7;0.173;0;0;0;0.173;14.506;11.287;4.954;0.332;0.066;0;0.399;0;3.7;0.173;0;0;0;0.173;16.782;10.706;4.691;0.233;0.054;0;0.287;0;3.7;0.173;0;0;0;0.173;17.214;10.684;4.664;0.41;0.102;0;0.512;0;3.7;0.173;0;0;0;0.173;17.322;11.956;4.991;0.501;0.112;0;0.613;0;0.613;0.124;0;            NaN;0.922;0.376;0;            NaN;0.775;0.727;0;            NaN;1.274;1.034;0;            NaN
02.12.1966 00:00;3.206;0.167;0;0;0;0.167;0;4.351;2.026;0.321;0.084;0;0.406;0;3.206;0.167;0;0;0;0.167;0;4.476;2.57;0.277;0.066;0;0.343;0;3.206;0.167;0;0;0;0.167;0;4.556;2.817;0.239;0.054;0;0.293;0;3.206;0.167;0;0;0;0.167;0;4.556;2.86;0.455;0.102;0;0.557;0;3.206;0.167;0;0;0;0.167;0;6.527;3.364;0.563;0.112;0;0.675;0;0.675;0.613;0;            NaN;1.464;0.922;0;            NaN;1.266;0.775;0;            NaN;1.18;1.274;0;            NaN
03.12.1966 00:00;-0.244;0.181;0;0;0;0.181;7.659;0.842;0;0.072;0.084;0;0.156;0;-0.244;0.181;0;0;0;0.181;15.659;1.722;0;0.065;0.066;0;0.132;0;-0.244;0.181;0;0;0;0.181;21.193;2.331;0;0.074;0.054;0;0.128;0;-0.244;0.181;0;0;0;0.181;21.131;2.324;0;0.16;0.102;0;0.262;0;-0.244;0.181;0;0;0;0.181;26.631;2.929;0;0.186;0.112;0;0.298;0;0.298;0.675;0;            NaN;1.065;1.464;0;            NaN;1.596;1.266;0;            NaN;1.422;1.18;0;            NaN
04.12.1966 00:00;0.25;0.206;0;0;0;0.206;0;1.242;0.521;0.05;0.084;0;0.135;0;0.25;0.206;0;0;0;0.206;0;2.373;1.024;0.074;0.066;0;0.141;0;0.25;0.206;0;0;0;0.206;0;3.331;1.416;0.079;0.054;0;0.133;0;0.25;0.206;0;0;0;0.206;0;3.266;1.398;0.145;0.102;0;0.247;0;0.25;0.206;0;0;0;0.206;0;2.903;1.458;0.17;0.112;0;0.282;0;0.282;0.298;0;            NaN;0.678;1.065;0;            NaN;1.206;1.596;0;            NaN;1.73;1.422;0;            NaN
05.12.1966 00:00;-0.306;0.206;0;0;0;0.206;23.693;2.606;0;0.014;0.084;0;0.099;0;-0.306;0.206;0;0;0;0.206;31.602;3.476;0;0.022;0.066;0;0.088;0;-0.306;0.206;0;0;0;0.206;38.92;4.281;0;0.03;0.054;0;0.084;0;-0.306;0.206;0;0;0;0.206;38.227;4.205;0;0.062;0.102;0;0.164;0;-0.306;0.206;0;0;0;0.206;32.188;3.541;0;0.066;0.112;0;0.178;0;0.178;0.282;0;            NaN;0.531;0.678;0;            NaN;0.766;1.206;0;            NaN;1.305;1.73;0;            NaN
06.12.1966 00:00;-1.794;0.173;0;0;0;0.173;32.5;0.969;0;0.002;0.084;0;0.086;0;-1.794;0.173;0;0;0;0.173;42.455;1.194;0;0.002;0.066;0;0.069;0;-1.794;0.173;0;0;0;0.173;51.705;1.406;0;0.004;0.054;0;0.059;0;-1.794;0.173;0;0;0;0.173;50.812;1.384;0;0.01;0.102;0;0.113;0;-1.794;0.173;0;0;0;0.173;42.699;1.156;0;0.01;0.112;0;0.122;0;0.122;0.178;0;            NaN;0.35;0.531;0;            NaN;0.6;0.766;0;            NaN;0.852;1.305;0;            NaN
07.12.1966 00:00;-2.612;0.184;0;0;0;0.184;32.5;0;0;0;0.084;0;0.084;0;-2.612;0.184;0;0;0;0.184;42.455;0;0;0;0.066;0;0.066;0;-2.612;0.184;0;0;0;0.184;51.705;0;0;0;0.054;0;0.054;0;-2.612;0.184;0;0;0;0.184;50.812;0;0;0;0.102;0;0.103;0;-2.612;0.184;0;0;0;0.184;43.261;0.062;0;0;0.112;0;0.112;0;0.112;0.122;0;            NaN;0.279;0.35;0;            NaN;0.416;0.6;0;            NaN;0.684;0.852;0;            NaN
08.12.1966 00:00;-1.219;0.177;0;0;0;0.177;94.062;6.772;0;0;0.084;0;0.084;0;-1.219;0.177;0;0;0;0.177;129.08;9.529;0;0;0.066;0;0.066;0;-1.219;0.177;0;0;0;0.177;156.705;11.55;0;0;0.054;0;0.054;0;-1.219;0.177;0;0;0;0.177;155.312;11.495;0;0;0.102;0;0.102;0;-1.219;0.177;0;0;0;0.177;136.33;10.238;0;0;0.112;0;0.112;0;0.112;0.112;0;            NaN;0.269;0.279;0;            NaN;0.345;0.416;0;            NaN;0.5;0.684;0;            NaN
09.12.1966 00:00;0.119;0.167;0;0;0;0.167;29.093;13.604;3.078;0.261;0.084;0;0.345;0;0.119;0.167;0;0;0;0.167;47.989;21.869;4.218;0.283;0.066;0;0.349;0;0.119;0.167;0;0;0;0.167;62.906;27.044;4.78;0.237;0.054;0;0.291;0;0.119;0.167;0;0;0;0.167;62.152;27.184;4.852;0.425;0.102;0;0.528;0;0.119;0.167;0;0;0;0.167;51.85;30.587;6.211;0.623;0.112;0;0.735;0;0.735;0.112;0;            NaN;0.931;0.269;0;            NaN;0.618;0.345;0;            NaN;0.69;0.5;0;            NaN
10.12.1966 00:00;2.05;0.175;0;0;0;0.175;0;24.578;9.054;0.851;0.084;0;0.935;0;2.05;0.175;0;0;0;0.175;5.297;30.522;11.9;0.887;0.066;0;0.954;0;2.05;0.175;0;0;0;0.175;19.675;34.794;13.022;0.747;0.054;0;0.801;0;2.05;0.175;0;0;0;0.175;18.932;34.704;12.998;1.352;0.102;0;1.454;0;2.05;0.175;0;0;0;0.175;8.722;33.979;12.808;1.566;0.112;0;1.678;0;1.678;0.735;0;            NaN;2.991;0.931;0;            NaN;1.884;0.618;0;            NaN;1.553;0.69;0;            NaN
11.12.1966 00:00;1.425;0.186;0;0;0;0.186;0;10.585;2.646;0.481;0.084;0;0.565;0;1.425;0.186;0;0;0;0.186;0;11.707;3.457;0.493;0.066;0;0.559;0;1.425;0.186;0;0;0;0.186;0;12.756;5.157;0.546;0.054;0;0.6;0;1.425;0.186;0;0;0;0.186;0;12.654;5.057;1.049;0.102;0;1.151;0;1.425;0.186;0;0;0;0.186;0;11.308;3.699;0.992;0.112;0;1.104;0;1.104;1.678;0;            NaN;3.429;2.991;0;            NaN;3.55;1.884;0;            NaN;2.45;1.553;0;            NaN
12.12.1966 00:00;3.069;0.153;0;0;0;0.153;0;9.824;2.456;0.307;0.084;0;0.391;0;3.069;0.153;0;0;0;0.153;0;14.976;3.744;0.35;0.066;0;0.417;0;3.069;0.153;0;0;0;0.153;0;18.119;4.53;0.374;0.054;0;0.428;0;3.069;0.153;0;0;0;0.153;0;18.237;4.559;0.719;0.102;0;0.821;0;3.069;0.153;0;0;0;0.153;0;19.786;4.946;0.752;0.112;0;0.864;0;0.864;1.104;0;            NaN;2.353;3.429;0;            NaN;3.846;3.55;0;            NaN;3.941;2.45;0;            NaN
13.12.1966 00:00;1.694;0.158;0;0;0;0.158;0;12.601;3.15;0.342;0.084;0;0.426;0;1.694;0.158;0;0;0;0.158;0;13.732;3.433;0.317;0.066;0;0.384;0;1.694;0.158;0;0;0;0.158;0;14.469;3.617;0.292;0.054;0;0.346;0;1.694;0.158;0;0;0;0.158;0;14.48;3.62;0.558;0.102;0;0.66;0;1.694;0.158;0;0;0;0.158;0;14.406;3.601;0.612;0.112;0;0.724;0;0.724;0.864;0;            NaN;1.87;2.353;0;            NaN;2.736;3.846;0;            NaN;4.272;3.941;0;            NaN
14.12.1966 00:00;-0.225;0.18;0;0;0;0.18;72.597;7.986;0;0.094;0.084;0;0.178;0;-0.225;0.18;0;0;0;0.18;74.795;8.227;0;0.081;0.066;0;0.147;0;-0.225;0.18;0;0;0;0.18;76.364;8.4;0;0.091;0.054;0;0.145;0;-0.225;0.18;0;0;0;0.18;76.352;8.399;0;0.194;0.102;0;0.296;0;-0.225;0.18;0;0;0;0.18;90.347;9.938;0;0.197;0.112;0;0.309;0;0.309;0.724;0;            NaN;1.165;1.87;0;            NaN;2.018;2.736;0;            NaN;2.914;4.272;0;            NaN
15.12.1966 00:00;-1.425;0.146;0;0;0;0.146;89.824;1.895;0;0.009;0.084;0;0.094;0;-1.425;0.146;0;0;0;0.146;95.347;2.261;0;0.008;0.066;0;0.074;0;-1.425;0.146;0;0;0;0.146;98.807;2.469;0;0.011;0.054;0;0.066;0;-1.425;0.146;0;0;0;0.146;98.943;2.485;0;0.028;0.102;0;0.13;0;-1.425;0.146;0;0;0;0.146;121.773;3.457;0;0.025;0.112;0;0.137;0;0.137;0.309;0;            NaN;0.505;1.165;0;            NaN;1.24;2.018;0;            NaN;2.111;2.914;0;            NaN
16.12.1966 00:00;0.4;0.154;0;0;0;0.154;24.395;0.439;0.141;0.012;0.084;0;0.096;0;0.4;0.154;0;0;0;0.154;27.371;0.983;0.131;0.009;0.066;0;0.075;0;0.4;0.154;0;0;0;0.154;29.233;1.444;0.155;0.008;0.054;0;0.062;0;0.4;0.154;0;0;0;0.154;29.308;1.413;0.143;0.014;0.102;0;0.116;0;0.4;0.154;0;0;0;0.154;51.534;0.985;0;0.001;0.112;0;0.113;0;0.113;0.137;0;            NaN;0.315;0.505;0;            NaN;0.58;1.24;0;            NaN;1.336;2.111;0;            NaN
17.12.1966 00:00;2.981;0.178;0;0;0;0.178;0;0.451;2.552;0.22;0.084;0;0.304;0;2.981;0.178;0;0;0;0.178;0;1.179;3.032;0.206;0.066;0;0.272;0;2.981;0.178;0;0;0;0.178;0;1.756;3.362;0.17;0.054;0;0.224;0;2.981;0.178;0;0;0;0.178;0;1.727;3.362;0.301;0.102;0;0.403;0;2.981;0.178;0;0;0;0.178;0;1.037;3.854;0.387;0.112;0;0.499;0;0.499;0.113;0;            NaN;0.74;0.315;0;            NaN;0.588;0.58;0;            NaN;0.884;1.336;0;            NaN
